id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
734,浙江省,绍兴市,诸暨市,山下湖扬子山村珠乡风情,,,,,,,,,,,,,,,,
735,浙江省,绍兴市,柯桥区,平水镇维多利亚庄园26幢,平水镇维多利亚庄园,,,,,,,,,,,,,,,
736,,,,滨海工业区城红村,,,,,,,,,,,,,,,,
737,,,,柯桥金汇大厦,,,,,,,,,,,,,,,,
738,浙江省,绍兴市,诸暨市,牌头镇中华村,,,,,,,,,,,,,,,,
739,,,,百官街道金通华府,,,,,,,,,,,,,,,,
740,浙江省,绍兴市,越城区,玉园,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,
742,浙江省,绍兴市,诸暨市,店口镇湖西村,,,,,,,,,,,,,,,,
743,浙江省,杭州市,萧山区,东信莱茵园1幢1单元502室,东信莱茵园1幢1单元,东信莱茵园1幢,东信莱茵园,,,,,,,,,,,,,
744,浙江省,杭州市,萧山区,益农镇民围村,,,,,,,,,,,,,,,,
745,浙江省,杭州市,萧山区,戴村镇郁家山下村,,,,,,,,,,,,,,,,
746,吉林省,白山市,临江市,萧山临江工业园区长风路3333号,萧山临江工业园区长风路,,,,,,,,,,,,,,,
747,浙江省,杭州市,萧山区,北干街道风情大道339号,北干街道风情大道,,,,,,,,,,,,,,,
748,浙江省,金华市,东阳市,服装工业园区,,,,,,,,,,,,,,,,
749,浙江省,金华市,永康市,东城金城路283弄4幢3号,东城金城路283弄4幢,东城金城路283弄,东城金城路,,,,,,,,,,,,,
750,浙江省,金华市,东阳市,江北街道猴塘社区甘东居民小区,,,,,,,,,,,,,,,,
751,,,,武义桐琴五金机械工业园区,,,,,,,,,,,,,,,,
752,浙江省,金华市,东阳市,吴宁街道兴平西路60号,吴宁街道兴平西路,,,,,,,,,,,,,,,
753,浙江省,金华市,兰溪市,经济开发区雁洲路南侧,,,,,,,,,,,,,,,,
754,浙江省,金华市,浦江县,黄宅镇工业园区振业路58号,黄宅镇工业园区振业路,,,,,,,,,,,,,,,
755,,,,常山新都工业园,,,,,,,,,,,,,,,,
756,,,,,,,,,,,,,,,,,,,,
757,浙江省,衢州市,常山县,天马镇外港,,,,,,,,,,,,,,,,
758,浙江省,衢州市,常山县,天马镇童家房产共9幢,天马镇童家房产共,,,,,,,,,,,,,,,
759,浙江省,衢州市,柯城区,花园街道通衢街8号,花园街道通衢街,,,,,,,,,,,,,,,
760,浙江省,衢州市,,衢江经济开发区春苑中路12号,衢江经济开发区春苑中路,,,,,,,,,,,,,,,
761,浙江省,衢州市,柯城区,盘龙南路2号5幢,盘龙南路2号,盘龙南路,,,,,,,,,,,,,,
762,上海市,上海市,宝山区,顾北路的[UNK]顾村依云湾78业街,顾北路的[UNK]顾村依云湾,,,,,,,,,,,,,,,
763,,,,新政镇兴业大道一段18号（第1幢[U15K]第s幢,新政镇兴业大道一段18号（第1幢[U,新政镇兴业大道一段18号（第,新政镇兴业大道一段,,,,,,,,,,,,,
764,天津市,天津市,津南区,君汇名邸一号楼,,,,,,,,,,,,,,,,
765,天津市,天津市,西青区,津港大道13号,津港大道,,,,,,,,,,,,,,,
766,天津市,天津市,南开区,红旗南路彩虹花园46号,红旗南路彩虹花园,,,,,,,,,,,,,,,
767,天津市,天津市,武清区,新城雍阳西道南侧盛世馨园5-3门、5-2门、6-3,新城雍阳西道南侧盛世馨园5-3门、5-2门、6-,新城雍阳西道南侧盛世馨园5-3门、5-2门、,新城雍阳西道南侧盛世馨园5-3门、5-,新城雍阳西道南侧盛世馨园5-3门、,新城雍阳西道南侧盛世馨园5-,新城雍阳西道南侧盛世馨园,,,,,,,,,,
768,河北省,天津市,,路210号,路,,,,,,,,,,,,,,,
769,天津市,天津市,河西区,友谊路银都大厦,,,,,,,,,,,,,,,,
770,天津市,天津市,南开区,白堤路馨达园10号楼,白堤路馨达园,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,
774,天津市,天津市,南开区,鞍山西道,,,,,,,,,,,,,,,,
775,天津市,天津市,南开区,鞍山西道,,,,,,,,,,,,,,,,
776,天津市,天津市,滨海新区,中心商务区旷世国际大厦,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,
779,,,和平区,和平路164-170号,和平路164-,和平路,,,,,,,,,,,,,,
780,天津市,天津市,东丽区,金桥路1号,金桥路,,,,,,,,,,,,,,,
781,天津市,天津市,西青区,盛达一支路19号,盛达一支路,,,,,,,,,,,,,,,
782,天津市,天津市,北辰区,汀江路9号,汀江路,,,,,,,,,,,,,,,
783,天津市,天津市,津南区,双河桥镇宝源路33号,双河桥镇宝源路,,,,,,,,,,,,,,,
784,,,,宝[UNK]区九园工业园第三大街西侧,,,,,,,,,,,,,,,,
785,,,,汉沽区茶淀纺纱厂院,,,,,,,,,,,,,,,,
786,,,,新产业园2海泰华科s路,新产业园,,,,,,,,,,,,,,,
787,天津市,天津市,西青区,平方米；西青区外环线七号桥瑞丰1园a区s972.37,平方米；西青区外环线七号桥瑞丰1园a区s972.,平方米；西青区外环线七号桥瑞丰1园a区s,平方米；西青区外环线七号桥瑞丰,,,,,,,,,,,,,
788,天津市,天津市,南开区,红旗南路北段东侧逸秀园2-1-203,红旗南路北段东侧逸秀园2-1-,红旗南路北段东侧逸秀园2-,红旗南路北段东侧逸秀园,,,,,,,,,,,,,
789,,,,南开,,,,,,,,,,,,,,,,
790,天津市,天津市,河西区,福建路福盛花园4-14-901,福建路福盛花园4-14-,福建路福盛花园4-,福建路福盛花园,,,,,,,,,,,,,
791,天津市,天津市,滨海新区,：王相大厦共33层,：王相大厦共,,,,,,,,,,,,,,,
792,,,,空港经济区西11[129NK]s号,空港经济区西11[,空港经济区西,,,,,,,,,,,,,,
793,天津市,天津市,滨海新区,市辖区滨海新区大港迎宾街236号,市辖区滨海新区大港迎宾街,,,,,,,,,,,,,,,
794,香港特别行政区,香港特别行政区,北区,静海县静海经济开发区北区中央大道8号,静海县静海经济开发区北区中央大道,,,,,,,,,,,,,,,
795,,,,开发区微电子工业区微四路8号,开发区微电子工业区微四路,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,
797,海南省,三亚市,河东区,：三亚市河东区鹿岭路鹿回头半岛半山半岛低层39栋,：三亚市河东区鹿岭路鹿回头半岛半山半岛低层,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,
799,湖南省,长沙市,和平区,UNK]名下位于和平区南京路与长沙路2口西4704侧都会轩s号楼s,UNK]名下位于和平区南京路与长沙路2口西,UNK]名下位于和平区南京路与长沙路,,,,,,,,,,,,,,
800,天津市,天津市,,塘沽区仕嘉花园3-1-,塘沽区仕嘉花园3-,塘沽区仕嘉花园,,,,,,,,,,,,,,
801,天津市,天津市,滨海新区,大港安和路97号房屋,大港安和路,,,,,,,,,,,,,,,
802,,,,宁河县经济开发区,,,,,,,,,,,,,,,,
803,,,,宁河县芦台镇光明路7号,宁河县芦台镇光明路,,,,,,,,,,,,,,,
804,天津市,天津市,,开发区展望路7号23门101室,开发区展望路7号23门,开发区展望路7号,开发区展望路,,,,,,,,,,,,,
805,天津市,天津市,河东区,商业核心万达广场,,,,,,,,,,,,,,,,
806,天津市,天津市,河北区,中心,,,,,,,,,,,,,,,,
807,天津市,天津市,河西区,解放南路347号盈海园8-2-801、802,解放南路347号盈海园8-2-801、,解放南路347号盈海园8-2-,解放南路347号盈海园8-,解放南路347号盈海园,解放南路,,,,,,,,,,,
808,天津市,天津市,津南区,八里台镇秋经路4号,八里台镇秋经路,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,
810,,,,陵县经济开发区田园路北侧,,,,,,,,,,,,,,,,
811,浙江省,杭州市,西湖区,蒋村街道紫金港路22号西溪天堂悦居8#楼2单元402室,蒋村街道紫金港路22号西溪天堂悦居8#楼2单元,蒋村街道紫金港路22号西溪天堂悦居8#楼,蒋村街道紫金港路22号西溪天堂悦居,蒋村街道紫金港路,,,,,,,,,,,,
812,,,,,,,,,,,,,,,,,,,,
813,湖南省,郴州市,,开发区万华路五岭山庄（,,,,,,,,,,,,,,,,
814,,,,开发区万华路,,,,,,,,,,,,,,,,
815,湖南省,郴州市,,飞虹路,,,,,,,,,,,,,,,,
816,湖南省,娄底市,,经济技术开发区铁炉冲路,,,,,,,,,,,,,,,,
817,湖南省,娄底市,,经济技术开发区铁炉冲路,,,,,,,,,,,,,,,,
818,湖南省,娄底市,娄星区,东街,,,,,,,,,,,,,,,,
819,湖南省,长沙市,天心区,青园路,,,,,,,,,,,,,,,,
820,,,,,,,,,,,,,,,,,,,,
821,,,,,,,,,,,,,,,,,,,,
822,湖南省,怀化市,会同县,使用权，以及位于湖南省怀化市会同县林城镇东门街（7926.84陵城）,使用权，以及位于湖南省怀化市会同县林城镇东门街（7926.,使用权，以及位于湖南省怀化市会同县林城镇东门街（,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,
824,湖南省,长沙市,宁乡市,经济开发区东升路香樟美地,,,,,,,,,,,,,,,,
825,湖南省,衡阳市,雁峰区,白沙工业园内鸿园路1号,白沙工业园内鸿园路,,,,,,,,,,,,,,,
826,湖南省,长沙市,长沙县,暮云工业园,,,,,,,,,,,,,,,,
827,湖南省,湘潭市,雨湖区,广场街道马家岭路4号18,广场街道马家岭路4号,广场街道马家岭路,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,
830,湖南省,湘潭市,,九华示范区疏港公路以南、滨江路以西,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,
832,湖南省,衡阳市,雁峰区,环城南路47-59号,环城南路47-,环城南路,,,,,,,,,,,,,,
833,湖南省,永州市,祁阳县,浯溪镇白竹路,,,,,,,,,,,,,,,,
834,湖南省,湘潭市,,于湘潭九华示范区响水乡雅艾村星沙村,,,,,,,,,,,,,,,,
835,湖南省,长沙市,浏阳市,两型产业园b栋及c栋,,,,,,,,,,,,,,,,
836,湖南省,益阳市,资阳区,长春工业园白马山社区,,,,,,,,,,,,,,,,
837,湖南省,长沙市,浏阳市,人民西路18号西湖山国际山庄2.,人民西路18号西湖山国际山庄,人民西路,,,,,,,,,,,,,,
838,湖南省,衡阳市,衡东县,石湾镇交通路22237.9㎡,石湾镇交通路22237.,石湾镇交通路,,,,,,,,,,,,,,
839,湖南省,怀化市,鹤城区,鸭嘴岩镇池回村6666.66㎡,鸭嘴岩镇池回村6666.,鸭嘴岩镇池回村,,,,,,,,,,,,,,
840,湖南省,怀化市,中方县,工业园,,,,,,,,,,,,,,,,
841,湖南省,娄底市,娄星区,西阳乡大埠村28384.34㎡,西阳乡大埠村28384.,西阳乡大埠村,,,,,,,,,,,,,,
842,湖南省,邵阳市,洞口县,黄桥镇,,,,,,,,,,,,,,,,
843,湖南省,娄底市,娄星区,西阳乡大埠村28384.34㎡,西阳乡大埠村28384.,西阳乡大埠村,,,,,,,,,,,,,,
844,湖南省,湘潭市,湘乡市,昆仑桥办事处五里村八组,,,,,,,,,,,,,,,,
845,,,,,,,,,,,,,,,,,,,,
846,,,,永顺灵溪镇大西街、河西街,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,
848,湖南省,湘西土家族苗族自治州,泸溪县,白沙镇人民南路520.31平方米,白沙镇人民南路520.,白沙镇人民南路,,,,,,,,,,,,,,
849,湖南省,湘西土家族苗族自治州,吉首市,五里牌,,,,,,,,,,,,,,,,
850,湖南省,常德市,津市市,嘉山开发新区,,,,,,,,,,,,,,,,
851,,,,郑家湾及姚家界分场,,,,,,,,,,,,,,,,
852,湖南省,张家界市,永定区,大庸桥街道办事处永定区大桥街道办事处,,,,,,,,,,,,,,,,
853,湖南省,常德市,,人民中路,,,,,,,,,,,,,,,,
854,湖南省,常德市,鼎城区,武陵镇王家铺村,,,,,,,,,,,,,,,,
855,,,,武陵镇王家铺村,,,,,,,,,,,,,,,,
856,,,,,,,,,,,,,,,,,,,,
857,江西省,宜春市,,经济技术开发区春顺路以南,,,,,,,,,,,,,,,,
858,湖南省,湘潭市,,于湘潭,,,,,,,,,,,,,,,,
859,湖南省,益阳市,沅江市,经济开发区大地路,,,,,,,,,,,,,,,,
860,湖南省,常德市,津市市,嘉山开发新区,,,,,,,,,,,,,,,,
861,湖南省,怀化市,洪江市,区岩门1号工业园,区岩门,,,,,,,,,,,,,,,
862,湖南省,怀化市,东兴市,街第21栋,街第,,,,,,,,,,,,,,,
863,,,,中山北路188号1543.6平方米,中山北路188号1543.,中山北路188号,中山北路,,,,,,,,,,,,,
864,湖南省,衡阳市,珠晖区,茶山坳镇,,,,,,,,,,,,,,,,
865,,,,鱼拱嘴21号,鱼拱嘴,,,,,,,,,,,,,,,
